nom,masse_kg_m,h_m,b_m,tw_m,tf_m,aire_m2,Iyy_m4,Wel_y_m3,Wpl_y_m3,iy_m,Izz_m4,Wel_z_m3,Wpl_z_m3,iz_m,J_m4,r_m,profil_gsa
UC356x368x153,153,0.362,0.3705,0.0123,0.0207,0.01948,0.0004859,0.002684,0.002965,0.1579,0.00017549999999999998,0.0009475000000000001,0.001435,0.0949,2.4999999999999998e-06,0.015,CAT UC-AM UC356x368x153 20170912
UC356x368x177,177,0.36819999999999997,0.37260000000000004,0.014400000000000001,0.0238,0.02255,0.0005712,0.0031030000000000003,0.003455,0.1591,0.0002053,0.0011020000000000001,0.0016710000000000002,0.09540000000000001,3.81e-06,0.015,CAT UC-AM UC356x368x177 20170912
UC356x368x202,202,0.37460000000000004,0.3747,0.0165,0.027,0.02572,0.0006626,0.0035380000000000003,0.003972,0.1605,0.00023689999999999998,0.0012640000000000001,0.00192,0.096,5.57e-06,0.015,CAT UC-AM UC356x368x202 20170912
UC356x406x235,235,0.381,0.39480000000000004,0.0184,0.0302,0.0299,0.0007908,0.004151,0.004687,0.1625,0.0003099,0.00157,0.002383,0.10200000000000001,8.11e-06,0.015,CAT UC-AM UC356x406x235 20170912
UC356x406x287,287,0.3936,0.399,0.022600000000000002,0.0365,0.03657,0.0009988,0.0050750000000000005,0.005812,0.1653,0.00038679999999999997,0.0019390000000000002,0.0029490000000000002,0.1028,1.44e-05,0.015,CAT UC-AM UC356x406x287 20170912
UC356x406x340,340,0.4064,0.403,0.026600000000000002,0.0429,0.0433,0.001225,0.006031000000000001,0.006999,0.1682,0.0004685,0.0023250000000000002,0.0035440000000000003,0.10400000000000001,2.34e-05,0.015,CAT UC-AM UC356x406x340 20170912
UC356x406x393,393,0.419,0.40700000000000003,0.030600000000000002,0.0492,0.05006,0.001466,0.006998000000000001,0.008222,0.1711,0.0005537,0.0027210000000000003,0.004154000000000001,0.1052,3.54e-05,0.015,CAT UC-AM UC356x406x393 20170912
UC356x406x467,467,0.43660000000000004,0.4122,0.0358,0.058,0.059489999999999994,0.00183,0.008383,0.01,0.1754,0.0006783,0.003291,0.005034,0.1068,5.7999999999999994e-05,0.015,CAT UC-AM UC356x406x467 20170912
UC356x406x509,509,0.446,0.41600000000000004,0.0391,0.0627,0.0649,0.002045,0.009172000000000001,0.01103,0.1775,0.000754,0.003625,0.0055520000000000005,0.10779999999999999,7.39e-05,0.015,CAT UC-AM UC356x406x509 20170912
UC356x406x551,551,0.4556,0.4185,0.042100000000000005,0.0675,0.07019,0.0022689999999999997,0.009962,0.01208,0.17980000000000002,0.0008267,0.0039510000000000005,0.006058,0.1085,9.235e-05,0.015,CAT UC-AM UC356x406x551 20170912
