nom,masse_kg_m,h_m,b_m,tw_m,tf_m,aire_m2,Iyy_m4,Wel_y_m3,Wpl_y_m3,iy_m,Izz_m4,Wel_z_m3,Wpl_z_m3,iz_m,J_m4,r_m,profil_gsa
UB533x210x82,82.2,0.5283,0.2088,0.0096,0.0132,0.01047,0.0004754,0.0018000000000000002,0.002059,0.2131,2.007e-05,0.0001923,0.00030040000000000004,0.0438,5.179999999999998e-07,0.013000000000000001,CAT UB-AM UB533x210x82 20170912
UB533x165x85,85,0.535,0.166,0.0103,0.0165,0.01079,0.0004858,0.0018160000000000001,0.002105,0.2122,1.264e-05,0.0001522,0.00024180000000000002,0.0342,7.4e-07,0.013000000000000001,CAT UB-AM UB533x165x85 20170912
UB533x210x92,92.1,0.5331,0.2093,0.0101,0.0156,0.011739999999999999,0.0005523,0.002072,0.00236,0.2169,2.389e-05,0.00022830000000000002,0.0003556,0.0451,7.6e-07,0.013000000000000001,CAT UB-AM UB533x210x92 20170912
UB533x210x101,101,0.5367,0.21,0.0108,0.0174,0.01287,0.0006152,0.002292,0.002612,0.2187,2.692e-05,0.0002564,0.0003994,0.045700000000000005,1.013e-06,0.013000000000000001,CAT UB-AM UB533x210x101 20170912
UB533x210x109,109,0.5395,0.21080000000000002,0.0116,0.0188,0.01389,0.0006682,0.002477,0.0028280000000000002,0.2194,2.9429999999999998e-05,0.0002792,0.0004358,0.046,1.27e-06,0.013000000000000001,CAT UB-AM UB533x210x109 20170912
UB533x210x122,122,0.5445,0.2119,0.0127,0.0213,0.01554,0.0007603999999999999,0.0027930000000000003,0.003196,0.22119999999999998,3.388e-05,0.0003197,0.0004997,0.046700000000000005,1.79e-06,0.013000000000000001,CAT UB-AM UB533x210x122 20170912
UB533x210x138,138,0.549,0.214,0.0147,0.023600000000000003,0.01762,0.0008616,0.0031390000000000003,0.0036170000000000004,0.221,3.87e-05,0.0003617,0.0005691,0.0468,2.51e-06,0.013000000000000001,CAT UB-AM UB533x210x138 20170912
UB610x178x82,82,0.599,0.178,0.01,0.0128,0.01044,0.0005603,0.001871,0.002199,0.2317,1.209e-05,0.00013580000000000002,0.00021830000000000002,0.034,4.910000000000001e-07,0.013000000000000001,CAT UB-AM UB610x178x82 20170912
UB610x178x92,92,0.603,0.179,0.0109,0.015,0.01176,0.0006468,0.002145,0.0025150000000000003,0.23450000000000001,1.441e-05,0.000161,0.0002585,0.035,7.13e-07,0.013000000000000001,CAT UB-AM UB610x178x92 20170912
UB610x229x101,101,0.6026,0.2276,0.0105,0.0148,0.012889999999999999,0.0007578,0.0025150000000000003,0.0028810000000000003,0.2424,2.915e-05,0.0002561,0.0004002,0.0475,7.719999999999999e-07,0.013000000000000001,CAT UB-AM UB610x229x101 20170912
UB610x229x113,113,0.6076,0.2282,0.0111,0.0173,0.01439,0.0008732,0.0028740000000000003,0.003281,0.24630000000000002,3.434e-05,0.000301,0.0004693,0.048799999999999996,1.12e-06,0.013000000000000001,CAT UB-AM UB610x229x113 20170912
UB610x229x125,125,0.6122,0.229,0.0119,0.019600000000000003,0.01593,0.0009861,0.0032210000000000003,0.003676,0.24880000000000002,3.9319999999999996e-05,0.0003434,0.0005354,0.0497,1.55e-06,0.013000000000000001,CAT UB-AM UB610x229x125 20170912
UB610x229x140,140,0.6172,0.2302,0.0131,0.0221,0.01782,0.001118,0.0036220000000000002,0.004142,0.2505,4.505e-05,0.0003914,0.0006114,0.0503,2.17e-06,0.013000000000000001,CAT UB-AM UB610x229x140 20170912
UB610x305x149,149,0.6124,0.3048,0.011800000000000001,0.0197,0.019,0.001259,0.004111,0.004594,0.25739999999999996,9.308e-05,0.0006107,0.0009373000000000001,0.07,2.01e-06,0.017,CAT UB-AM UB610x305x149 20170912
UB610x229x153,153,0.623,0.229,0.014,0.0249,0.01957,0.001252,0.004019,0.004602,0.2529,4.998e-05,0.00043650000000000004,0.0006824,0.0505,2.96e-06,0.013000000000000001,CAT UB-AM UB610x229x153 20170912
UB610x305x179,179,0.6202,0.30710000000000004,0.0141,0.023600000000000003,0.02281,0.00153,0.004935,0.005547000000000001,0.259,0.0001141,0.0007430000000000001,0.001144,0.0707,3.41e-06,0.017,CAT UB-AM UB610x305x179 20170912
UB610x305x238,238,0.6358,0.3114,0.0184,0.0314,0.03033,0.002095,0.006589,0.0074860000000000005,0.26280000000000003,0.0001584,0.0010170000000000001,0.001574,0.0723,7.88e-06,0.017,CAT UB-AM UB610x305x238 20170912
UB686x254x125,125,0.6779,0.253,0.0117,0.0162,0.01595,0.00118,0.003481,0.003994,0.272,4.383e-05,0.0003465,0.0005424000000000001,0.052400000000000016,1.16e-06,0.015,CAT UB-AM UB686x254x125 20170912
UB686x254x140,140,0.6835,0.2537,0.012400000000000001,0.019,0.017839999999999998,0.001363,0.003987,0.004558,0.2764,5.183e-05,0.0004086,0.0006382,0.05390000000000002,1.68e-06,0.015,CAT UB-AM UB686x254x140 20170912
UB686x254x152,152,0.6875,0.2545,0.0132,0.021,0.01941,0.001504,0.004374,0.005,0.2783,5.784e-05,0.00045450000000000004,0.0007102,0.0546,2.1899999999999998e-06,0.015,CAT UB-AM UB686x254x152 20170912
UB686x254x170,170,0.6929,0.2558,0.0145,0.0237,0.021679999999999998,0.0017029999999999999,0.004916,0.005631000000000001,0.2803,6.63e-05,0.0005184,0.0008114000000000001,0.055299999999999995,3.07e-06,0.015,CAT UB-AM UB686x254x170 20170912
UB686x254x192,192,0.7020000000000001,0.254,0.0155,0.027899999999999998,0.02438,0.001979,0.005639000000000001,0.006457,0.2849,7.643e-05,0.0006018,0.0009410000000000001,0.056,4.61e-06,0.015,CAT UB-AM UB686x254x192 20170912
UB762x267x134,134,0.75,0.26439999999999997,0.012,0.0155,0.01706,0.0015069999999999999,0.004018,0.0046440000000000006,0.2972,4.788e-05,0.0003622,0.0005699,0.053,1.2e-06,0.017,CAT UB-AM UB762x267x134 20170912
UB762x267x147,147,0.754,0.2652,0.0128,0.0175,0.01872,0.0016849999999999999,0.00447,0.005156,0.3,5.455e-05,0.0004114,0.0006472,0.054,1.6e-06,0.017,CAT UB-AM UB762x267x147 20170912
UB762x267x173,173,0.7622000000000001,0.2667,0.0143,0.0216,0.02204,0.002053,0.005387,0.006198,0.30519999999999997,6.85e-05,0.0005137,0.0008075000000000001,0.055799999999999995,2.6799999999999998e-06,0.017,CAT UB-AM UB762x267x173 20170912
UB762x267x197,197,0.7698,0.268,0.0156,0.0254,0.02506,0.0024,0.006234,0.007167000000000001,0.3094,8.175e-05,0.0006101,0.0009586000000000001,0.057100000000000005,4.06e-06,0.017,CAT UB-AM UB762x267x197 20170912
UB762x267x220,220,0.779,0.266,0.0165,0.03,0.028069999999999998,0.0027819999999999998,0.007143,0.008198,0.3148,9.44e-05,0.0007099000000000001,0.001113,0.058,6.070000000000001e-06,0.017,CAT UB-AM UB762x267x220 20170912
UB838x292x176,176,0.8349,0.2917,0.014,0.0188,0.0224,0.00246,0.005893000000000001,0.006808000000000001,0.3314,7.799e-05,0.0005347,0.0008419,0.059000000000000004,2.22e-06,0.018000000000000002,CAT UB-AM UB838x292x176 20170912
UB838x292x194,194,0.8407000000000001,0.2924,0.0147,0.0217,0.02468,0.0027919999999999998,0.006641,0.00764,0.33630000000000004,9.066e-05,0.0006201000000000001,0.0009738,0.0606,3.06e-06,0.018000000000000002,CAT UB-AM UB838x292x194 20170912
UB838x292x226,226,0.8509,0.2938,0.016100000000000003,0.0268,0.02886,0.003397,0.007985,0.009155,0.3431,0.0001136,0.0007733000000000001,0.001212,0.0627,5.144e-06,0.018000000000000002,CAT UB-AM UB838x292x226 20170912
UB838x292x251,251,0.859,0.292,0.017,0.031,0.03193,0.003865,0.008999,0.0103,0.3479,0.000129,0.0008836,0.0013830000000000001,0.0636,7.36e-06,0.018000000000000002,CAT UB-AM UB838x292x251 20170912
UB914x305x201,201,0.903,0.3033,0.0151,0.0202,0.025589999999999998,0.003253,0.007204,0.008351,0.3565,9.423e-05,0.0006214,0.000982,0.060700000000000004,2.91e-06,0.019,CAT UB-AM UB914x305x201 20170912
UB914x305x224,224,0.9104,0.30410000000000004,0.0159,0.023899999999999998,0.02856,0.003764,0.008269,0.009535,0.363,0.0001124,0.0007390000000000001,0.001163,0.0627,4.22e-06,0.019,CAT UB-AM UB914x305x224 20170912
UB914x305x238,238,0.915,0.305,0.0165,0.0259,0.03035,0.004064,0.008883,0.010230000000000001,0.3659,0.0001229,0.0008056000000000001,0.0012670000000000001,0.0636,5.14e-06,0.019,CAT UB-AM UB914x305x238 20170912
UB914x305x253,253,0.9184,0.3055,0.0173,0.027899999999999998,0.032279999999999996,0.004363,0.009501,0.01094,0.36760000000000004,0.000133,0.0008708,0.001371,0.0642,6.249999999999999e-06,0.019,CAT UB-AM UB914x305x253 20170912
UB914x305x271,271,0.923,0.307,0.0184,0.03,0.03461,0.004716,0.01022,0.01178,0.36910000000000004,0.0001452,0.0009458000000000001,0.0014910000000000001,0.0648,7.69e-06,0.019,CAT UB-AM UB914x305x271 20170912
UB914x305x289,289,0.9266000000000001,0.3077,0.0195,0.032,0.03683,0.005042,0.01088,0.012570000000000001,0.37,0.000156,0.0010140000000000001,0.001601,0.0651,9.26e-06,0.019,CAT UB-AM UB914x305x289 20170912
