nom,masse_kg_m,h_m,b_m,tw_m,tf_m,r_m,aire_m2,Iyy_m4,Izz_m4,iy_m,iz_m,Wel_y_m3,Wel_z_m3,Wpl_y_m3,Wpl_z_m3,J_m4,Iw_m6,obsolete,date,profil_gsa
CHS21x2.3,1.08,0.0213,,0.0023,,,0.000137,6.29e-09,6.29e-09,0.00677,0.00677,5.9e-07,5.9e-07,8.34e-07,8.34e-07,1.26e-08,,False,20100728,CAT EN-CHS CHS21x2.3 20100728
CHS21x2.6,1.2,0.0213,,0.0026,,,0.000153,6.81e-09,6.81e-09,0.00668,0.00668,6.39e-07,6.39e-07,9.15e-07,9.15e-07,1.36e-08,,False,20100728,CAT EN-CHS CHS21x2.6 20100728
CHS21x2.9,1.32,0.0213,,0.0029,,,0.000168,7.27e-09,7.27e-09,0.00659,0.00659,6.83e-07,6.83e-07,9.9e-07,9.9e-07,1.45e-08,,,20110705,CAT EN-CHS CHS21x2.9 20110705
CHS27x2.3,1.4,0.0269,,0.0023,,,0.000178,1.36e-08,1.36e-08,0.00874,0.00874,1.01e-06,1.01e-06,1.4e-06,1.4e-06,2.71e-08,,False,20100728,CAT EN-CHS CHS27x2.3 20100728
CHS21x3.2,1.43,0.0213,,0.0032,,,0.000182,7.68e-09,7.68e-09,0.0065,0.0065,7.22e-07,7.22e-07,1.06e-06,1.06e-06,1.54e-08,,False,20100728,CAT EN-CHS CHS21x3.2 20100728
CHS27x2.6,1.56,0.0269,,0.0026,,,0.000198,1.48e-08,1.48e-08,0.00864,0.00864,1.1e-06,1.1e-06,1.54e-06,1.54e-06,2.96e-08,,False,20100728,CAT EN-CHS CHS27x2.6 20100728
CHS27x2.9,1.72,0.0269,,0.0029,,,0.000219,1.6e-08,1.6e-08,0.00855,0.00855,1.19e-06,1.19e-06,1.68e-06,1.68e-06,3.19e-08,,,20110705,CAT EN-CHS CHS27x2.9 20110705
CHS27x3.2,1.87,0.0269,,0.0032,,,0.000238,1.7e-08,1.7e-08,0.00846,0.00846,1.27e-06,1.27e-06,1.81e-06,1.81e-06,3.41e-08,,False,20100728,CAT EN-CHS CHS27x3.2 20100728
CHS34x2.6,1.99,0.0337,,0.0026,,,0.000254,3.09e-08,3.09e-08,0.011,0.011,1.84e-06,1.84e-06,2.52e-06,2.52e-06,6.19e-08,,False,20100728,CAT EN-CHS CHS34x2.6 20100728
CHS27x3.6,2.07,0.0269,,0.0036,,,0.000264,1.83e-08,1.83e-08,0.00834,0.00834,1.36e-06,1.36e-06,1.97e-06,1.97e-06,3.66e-08,,,20110705,CAT EN-CHS CHS27x3.6 20110705
CHS34x2.9,2.2,0.0337,,0.0029,,,0.000281,3.36e-08,3.36e-08,0.0109,0.0109,1.99e-06,1.99e-06,2.76e-06,2.76e-06,6.71e-08,,,20110705,CAT EN-CHS CHS34x2.9 20110705
CHS34x3.2,2.41,0.0337,,0.0032,,,0.000307,3.6e-08,3.6e-08,0.0108,0.0108,2.14e-06,2.14e-06,2.99e-06,2.99e-06,7.21e-08,,False,20100728,CAT EN-CHS CHS34x3.2 20100728
CHS42x2.6,2.55,0.0424,,0.0026,,,0.000325,6.46e-08,6.46e-08,0.0141,0.0141,3.05e-06,3.05e-06,4.12e-06,4.12e-06,1.29e-07,,False,20100728,CAT EN-CHS CHS42x2.6 20100728
CHS34x3.6,2.67,0.0337,,0.0036,,,0.00034,3.91e-08,3.91e-08,0.0107,0.0107,2.32e-06,2.32e-06,3.28e-06,3.28e-06,7.82e-08,,,20110705,CAT EN-CHS CHS34x3.6 20110705
CHS42x2.9,2.82,0.0424,,0.0029,,,0.00036,7.06e-08,7.06e-08,0.014,0.014,3.33e-06,3.33e-06,4.53e-06,4.53e-06,1.41e-07,,,20110705,CAT EN-CHS CHS42x2.9 20110705
CHS34x4.0,2.93,0.0337,,0.004,,,0.000373,4.19e-08,4.19e-08,0.0106,0.0106,2.49e-06,2.49e-06,3.55e-06,3.55e-06,8.38e-08,,False,20100728,CAT EN-CHS CHS34x4.0 20100728
CHS48x2.6,2.93,0.0483,,0.0026,,,0.000373,9.8e-08,9.8e-08,0.0162,0.0162,4.05e-06,4.05e-06,5.44e-06,5.44e-06,1.96e-07,,False,20100728,CAT EN-CHS CHS48x2.6 20100728
CHS42x3.2,3.09,0.0424,,0.0032,,,0.000394,7.62e-08,7.62e-08,0.0139,0.0139,3.59e-06,3.59e-06,4.93e-06,4.93e-06,1.52e-07,,False,20100728,CAT EN-CHS CHS42x3.2 20100728
CHS34x4.5,3.24,0.0337,,0.0045,,,0.000413,4.5e-08,4.5e-08,0.0104,0.0104,2.67e-06,2.67e-06,3.87e-06,3.87e-06,9.01e-08,,,20110705,CAT EN-CHS CHS34x4.5 20110705
CHS48x2.9,3.25,0.0483,,0.0029,,,0.000414,1.07e-07,1.07e-07,0.0161,0.0161,4.43e-06,4.43e-06,5.99e-06,5.99e-06,2.14e-07,,,20110705,CAT EN-CHS CHS48x2.9 20110705
CHS42x3.6,3.44,0.0424,,0.0036,,,0.000439,8.33e-08,8.33e-08,0.0138,0.0138,3.93e-06,3.93e-06,5.44e-06,5.44e-06,1.67e-07,,,20110705,CAT EN-CHS CHS42x3.6 20110705
CHS34x5.0,3.54,0.0337,,0.005,,,0.000451,4.78e-08,4.78e-08,0.0103,0.0103,2.84e-06,2.84e-06,4.16e-06,4.16e-06,9.57e-08,,,20110705,CAT EN-CHS CHS34x5.0 20110705
CHS48x3.2,3.56,0.0483,,0.0032,,,0.000453,1.16e-07,1.16e-07,0.016,0.016,4.8e-06,4.8e-06,6.52e-06,6.52e-06,2.32e-07,,False,20100728,CAT EN-CHS CHS48x3.2 20100728
CHS60x2.6,3.7,0.0603,,0.0026,,,0.000471,1.97e-07,1.97e-07,0.0204,0.0204,6.52e-06,6.52e-06,8.66e-06,8.66e-06,3.93e-07,,False,20100728,CAT EN-CHS CHS60x2.6 20100728
CHS42x4.0,3.79,0.0424,,0.004,,,0.000483,8.99e-08,8.99e-08,0.0136,0.0136,4.24e-06,4.24e-06,5.92e-06,5.92e-06,1.8e-07,,False,20100728,CAT EN-CHS CHS42x4.0 20100728
CHS48x3.6,3.97,0.0483,,0.0036,,,0.000506,1.27e-07,1.27e-07,0.0159,0.0159,5.26e-06,5.26e-06,7.21e-06,7.21e-06,2.54e-07,,,20110705,CAT EN-CHS CHS48x3.6 20110705
CHS60x2.9,4.11,0.0603,,0.0029,,,0.000523,2.16e-07,2.16e-07,0.0203,0.0203,7.16e-06,7.16e-06,9.56e-06,9.56e-06,4.32e-07,,,20110705,CAT EN-CHS CHS60x2.9 20110705
CHS42x4.5,4.21,0.0424,,0.0045,,,0.000536,9.76e-08,9.76e-08,0.0135,0.0135,4.6e-06,4.6e-06,6.49e-06,6.49e-06,1.95e-07,,,20110705,CAT EN-CHS CHS42x4.5 20110705
CHS48x4.0,4.37,0.0483,,0.004,,,0.000557,1.38e-07,1.38e-07,0.0157,0.0157,5.7e-06,5.7e-06,7.87e-06,7.87e-06,2.75e-07,,False,20100728,CAT EN-CHS CHS48x4.0 20100728
CHS60x3.2,4.51,0.0603,,0.0032,,,0.000574,2.35e-07,2.35e-07,0.0202,0.0202,7.78e-06,7.78e-06,1.04e-05,1.04e-05,4.69e-07,,False,20100728,CAT EN-CHS CHS60x3.2 20100728
CHS42x5.0,4.61,0.0424,,0.005,,,0.000587,1.05e-07,1.05e-07,0.0133,0.0133,4.93e-06,4.93e-06,7.04e-06,7.04e-06,2.09e-07,,,20110705,CAT EN-CHS CHS42x5.0 20110705
CHS76x2.6,4.71,0.0761,,0.0026,,,0.0006,4.06e-07,4.06e-07,0.026,0.026,1.07e-05,1.07e-05,1.41e-05,1.41e-05,8.12e-07,,False,20100728,CAT EN-CHS CHS76x2.6 20100728
CHS48x4.5,4.86,0.0483,,0.0045,,,0.000619,1.5e-07,1.5e-07,0.0156,0.0156,6.21e-06,6.21e-06,8.66e-06,8.66e-06,3e-07,,,20110705,CAT EN-CHS CHS48x4.5 20110705
CHS60x3.6,5.03,0.0603,,0.0036,,,0.000641,2.59e-07,2.59e-07,0.0201,0.0201,8.58e-06,8.58e-06,1.16e-05,1.16e-05,5.17e-07,,,20110705,CAT EN-CHS CHS60x3.6 20110705
CHS76x2.9,5.24,0.0761,,0.0029,,,0.000667,4.47e-07,4.47e-07,0.0259,0.0259,1.18e-05,1.18e-05,1.55e-05,1.55e-05,8.95e-07,,,20110705,CAT EN-CHS CHS76x2.9 20110705
CHS48x5.0,5.34,0.0483,,0.005,,,0.00068,1.62e-07,1.62e-07,0.0154,0.0154,6.69e-06,6.69e-06,9.42e-06,9.42e-06,3.23e-07,,False,20100728,CAT EN-CHS CHS48x5.0 20100728
CHS60x4.0,5.55,0.0603,,0.004,,,0.000707,2.82e-07,2.82e-07,0.02,0.02,9.34e-06,9.34e-06,1.27e-05,1.27e-05,5.63e-07,,False,20100728,CAT EN-CHS CHS60x4.0 20100728
CHS76x3.2,5.75,0.0761,,0.0032,,,0.000733,4.88e-07,4.88e-07,0.0258,0.0258,1.28e-05,1.28e-05,1.7e-05,1.7e-05,9.76e-07,,False,20100728,CAT EN-CHS CHS76x3.2 20100728
CHS48x5.6,5.9,0.0483,,0.0056,,,0.000751,1.74e-07,1.74e-07,0.0152,0.0152,7.21e-06,7.21e-06,1.03e-05,1.03e-05,3.48e-07,,,20110705,CAT EN-CHS CHS48x5.6 20110705
CHS89x2.9,6.15,0.0889,,0.0029,,,0.000784,7.25e-07,7.25e-07,0.0304,0.0304,1.63e-05,1.63e-05,2.15e-05,2.15e-05,1.45e-06,,,20110705,CAT EN-CHS CHS89x2.9 20110705
CHS60x4.5,6.19,0.0603,,0.0045,,,0.000789,3.09e-07,3.09e-07,0.0198,0.0198,1.02e-05,1.02e-05,1.4e-05,1.4e-05,6.18e-07,,,20110705,CAT EN-CHS CHS60x4.5 20110705
CHS76x3.6,6.44,0.0761,,0.0036,,,0.00082,5.4e-07,5.4e-07,0.0257,0.0257,1.42e-05,1.42e-05,1.89e-05,1.89e-05,1.08e-06,,,20110705,CAT EN-CHS CHS76x3.6 20110705
CHS48x6.3,6.53,0.0483,,0.0063,,,0.000831,1.87e-07,1.87e-07,0.015,0.015,7.76e-06,7.76e-06,1.12e-05,1.12e-05,3.75e-07,,,20110705,CAT EN-CHS CHS48x6.3 20110705
CHS89x3.2,6.76,0.0889,,0.0032,,,0.000862,7.92e-07,7.92e-07,0.0303,0.0303,1.78e-05,1.78e-05,2.35e-05,2.35e-05,1.58e-06,,False,20100728,CAT EN-CHS CHS89x3.2 20100728
CHS60x5.0,6.82,0.0603,,0.005,,,0.000869,3.35e-07,3.35e-07,0.0196,0.0196,1.11e-05,1.11e-05,1.53e-05,1.53e-05,6.7e-07,,False,20100728,CAT EN-CHS CHS60x5.0 20100728
CHS76x4.0,7.11,0.0761,,0.004,,,0.000906,5.91e-07,5.91e-07,0.0255,0.0255,1.55e-05,1.55e-05,2.08e-05,2.08e-05,1.18e-06,,False,20100728,CAT EN-CHS CHS76x4.0 20100728
CHS60x5.6,7.55,0.0603,,0.0056,,,0.000962,3.64e-07,3.64e-07,0.0194,0.0194,1.21e-05,1.21e-05,1.68e-05,1.68e-05,7.27e-07,,,20110705,CAT EN-CHS CHS60x5.6 20110705
CHS89x3.6,7.57,0.0889,,0.0036,,,0.000965,8.79e-07,8.79e-07,0.0302,0.0302,1.98e-05,1.98e-05,2.62e-05,2.62e-05,1.76e-06,,,20110705,CAT EN-CHS CHS89x3.6 20110705
CHS102x3.2,7.77,0.1016,,0.0032,,,0.000989,1.2e-06,1.2e-06,0.0348,0.0348,2.36e-05,2.36e-05,3.1e-05,3.1e-05,2.4e-06,,False,20100728,CAT EN-CHS CHS102x3.2 20100728
CHS76x4.5,7.95,0.0761,,0.0045,,,0.00101,6.51e-07,6.51e-07,0.0254,0.0254,1.71e-05,1.71e-05,2.31e-05,2.31e-05,1.3e-06,,,20110705,CAT EN-CHS CHS76x4.5 20110705
CHS89x4.0,8.38,0.0889,,0.004,,,0.00107,9.63e-07,9.63e-07,0.03,0.03,2.17e-05,2.17e-05,2.89e-05,2.89e-05,1.93e-06,,False,20100728,CAT EN-CHS CHS89x4.0 20100728
CHS60x6.3,8.39,0.0603,,0.0063,,,0.00107,3.95e-07,3.95e-07,0.0192,0.0192,1.31e-05,1.31e-05,1.85e-05,1.85e-05,7.9e-07,,,20110705,CAT EN-CHS CHS60x6.3 20110705
CHS102x3.6,8.7,0.1016,,0.0036,,,0.00111,1.33e-06,1.33e-06,0.0347,0.0347,2.62e-05,2.62e-05,3.46e-05,3.46e-05,2.66e-06,,,20110705,CAT EN-CHS CHS102x3.6 20110705
CHS76x5.0,8.77,0.0761,,0.005,,,0.00112,7.09e-07,7.09e-07,0.0252,0.0252,1.86e-05,1.86e-05,2.53e-05,2.53e-05,1.42e-06,,False,20100728,CAT EN-CHS CHS76x5.0 20100728
CHS114x3.2,8.77,0.1143,,0.0032,,,0.00112,1.72e-06,1.72e-06,0.0393,0.0393,3.02e-05,3.02e-05,3.95e-05,3.95e-05,3.45e-06,,False,20100728,CAT EN-CHS CHS114x3.2 20100728
CHS89x4.5,9.37,0.0889,,0.0045,,,0.00119,1.07e-06,1.07e-06,0.0299,0.0299,2.4e-05,2.4e-05,3.21e-05,3.21e-05,2.13e-06,,,20110705,CAT EN-CHS CHS89x4.5 20110705
CHS102x4.0,9.63,0.1016,,0.004,,,0.00123,1.46e-06,1.46e-06,0.0345,0.0345,2.88e-05,2.88e-05,3.81e-05,3.81e-05,2.93e-06,,False,20100728,CAT EN-CHS CHS102x4.0 20100728
CHS76x5.6,9.74,0.0761,,0.0056,,,0.00124,7.75e-07,7.75e-07,0.025,0.025,2.04e-05,2.04e-05,2.79e-05,2.79e-05,1.55e-06,,,20110705,CAT EN-CHS CHS76x5.6 20110705
CHS114x3.6,9.83,0.1143,,0.0036,,,0.00125,1.92e-06,1.92e-06,0.0392,0.0392,3.36e-05,3.36e-05,4.41e-05,4.41e-05,3.84e-06,,,20110705,CAT EN-CHS CHS114x3.6 20110705
CHS60x8.0,10.3,0.0603,,0.008,,,0.00131,4.6e-07,4.6e-07,0.0187,0.0187,1.53e-05,1.53e-05,2.21e-05,2.21e-05,9.2e-07,,,20110705,CAT EN-CHS CHS60x8.0 20110705
CHS89x5.0,10.3,0.0889,,0.005,,,0.00132,1.16e-06,1.16e-06,0.0297,0.0297,2.62e-05,2.62e-05,3.52e-05,3.52e-05,2.33e-06,,False,20100728,CAT EN-CHS CHS89x5.0 20100728
CHS76x6.3,10.8,0.0761,,0.0063,,,0.00138,8.48e-07,8.48e-07,0.0248,0.0248,2.23e-05,2.23e-05,3.08e-05,3.08e-05,1.7e-06,,,20110705,CAT EN-CHS CHS76x6.3 20110705
CHS102x4.5,10.8,0.1016,,0.0045,,,0.00137,1.62e-06,1.62e-06,0.0344,0.0344,3.19e-05,3.19e-05,4.25e-05,4.25e-05,3.24e-06,,,20110705,CAT EN-CHS CHS102x4.5 20110705
CHS140x3.2,10.8,0.1397,,0.0032,,,0.00137,3.2e-06,3.2e-06,0.0483,0.0483,4.58e-05,4.58e-05,5.96e-05,5.96e-05,6.4e-06,,,20110705,CAT EN-CHS CHS140x3.2 20110705
CHS114x4.0,10.9,0.1143,,0.004,,,0.00139,2.11e-06,2.11e-06,0.039,0.039,3.69e-05,3.69e-05,4.87e-05,4.87e-05,4.22e-06,,False,20100728,CAT EN-CHS CHS114x4.0 20100728
CHS89x5.6,11.5,0.0889,,0.0056,,,0.00147,1.28e-06,1.28e-06,0.0295,0.0295,2.87e-05,2.87e-05,3.89e-05,3.89e-05,2.55e-06,,,20110705,CAT EN-CHS CHS89x5.6 20110705
CHS102x5.0,11.9,0.1016,,0.005,,,0.00152,1.77e-06,1.77e-06,0.0342,0.0342,3.49e-05,3.49e-05,4.67e-05,4.67e-05,3.55e-06,,False,20100728,CAT EN-CHS CHS102x5.0 20100728
CHS140x3.6,12.1,0.1397,,0.0036,,,0.00154,3.57e-06,3.57e-06,0.0481,0.0481,5.11e-05,5.11e-05,6.67e-05,6.67e-05,7.13e-06,,,20110705,CAT EN-CHS CHS140x3.6 20110705
CHS114x4.5,12.2,0.1143,,0.0045,,,0.00155,2.34e-06,2.34e-06,0.0389,0.0389,4.1e-05,4.1e-05,5.43e-05,5.43e-05,4.69e-06,,,20110705,CAT EN-CHS CHS114x4.5 20110705
CHS89x6.3,12.8,0.0889,,0.0063,,,0.00163,1.4e-06,1.4e-06,0.0293,0.0293,3.15e-05,3.15e-05,4.31e-05,4.31e-05,2.8e-06,,False,20100728,CAT EN-CHS CHS89x6.3 20100728
CHS102x5.6,13.3,0.1016,,0.0056,,,0.00169,1.95e-06,1.95e-06,0.034,0.034,3.84e-05,3.84e-05,5.17e-05,5.17e-05,3.9e-06,,,20110705,CAT EN-CHS CHS102x5.6 20110705
CHS76x8.0,13.4,0.0761,,0.008,,,0.00171,1.01e-06,1.01e-06,0.0242,0.0242,2.64e-05,2.64e-05,3.73e-05,3.73e-05,2.01e-06,,,20110705,CAT EN-CHS CHS76x8.0 20110705
CHS140x4.0,13.4,0.1397,,0.004,,,0.00171,3.93e-06,3.93e-06,0.048,0.048,5.62e-05,5.62e-05,7.37e-05,7.37e-05,7.86e-06,,False,20100728,CAT EN-CHS CHS140x4.0 20100728
CHS114x5.0,13.5,0.1143,,0.005,,,0.00172,2.57e-06,2.57e-06,0.0387,0.0387,4.5e-05,4.5e-05,5.98e-05,5.98e-05,5.14e-06,,False,20100728,CAT EN-CHS CHS114x5.0 20100728
CHS102x6.3,14.8,0.1016,,0.0063,,,0.00189,2.15e-06,2.15e-06,0.0338,0.0338,4.23e-05,4.23e-05,5.73e-05,5.73e-05,4.3e-06,,False,20100728,CAT EN-CHS CHS102x6.3 20100728
CHS114x5.6,15.0,0.1143,,0.0056,,,0.00191,2.83e-06,2.83e-06,0.0385,0.0385,4.96e-05,4.96e-05,6.62e-05,6.62e-05,5.66e-06,,,20110705,CAT EN-CHS CHS114x5.6 20110705
CHS140x4.5,15.0,0.1397,,0.0045,,,0.00191,4.37e-06,4.37e-06,0.0478,0.0478,6.26e-05,6.26e-05,8.23e-05,8.23e-05,8.74e-06,,,20110705,CAT EN-CHS CHS140x4.5 20110705
CHS89x8.0,16.0,0.0889,,0.008,,,0.00203,1.68e-06,1.68e-06,0.0287,0.0287,3.78e-05,3.78e-05,5.25e-05,5.25e-05,3.36e-06,,,20110705,CAT EN-CHS CHS89x8.0 20110705
CHS168x4.0,16.2,0.1683,,0.004,,,0.00206,6.97e-06,6.97e-06,0.0581,0.0581,8.3e-05,8.3e-05,0.000108,0.000108,1.394e-05,,False,20100728,CAT EN-CHS CHS168x4.0 20100728
CHS140x5.0,16.6,0.1397,,0.005,,,0.00212,4.81e-06,4.81e-06,0.0477,0.0477,6.88e-05,6.88e-05,9.08e-05,9.08e-05,9.61e-06,,False,20100728,CAT EN-CHS CHS140x5.0 20100728
CHS114x6.3,16.8,0.1143,,0.0063,,,0.00214,3.13e-06,3.13e-06,0.0382,0.0382,5.47e-05,5.47e-05,7.36e-05,7.36e-05,6.25e-06,,False,20100728,CAT EN-CHS CHS114x6.3 20100728
CHS102x8.0,18.5,0.1016,,0.008,,,0.00235,2.6e-06,2.6e-06,0.0332,0.0332,5.11e-05,5.11e-05,7.03e-05,7.03e-05,5.19e-06,,False,20100728,CAT EN-CHS CHS102x8.0 20100728
CHS140x5.6,18.5,0.1397,,0.0056,,,0.00236,5.31e-06,5.31e-06,0.0475,0.0475,7.61e-05,7.61e-05,0.000101,0.000101,1.062e-05,,,20110705,CAT EN-CHS CHS140x5.6 20110705
CHS89x10.0,19.5,0.0889,,0.01,,,0.00248,1.96e-06,1.96e-06,0.0281,0.0281,4.41e-05,4.41e-05,6.26e-05,6.26e-05,3.92e-06,,,20110705,CAT EN-CHS CHS89x10.0 20110705
CHS168x5.0,20.1,0.1683,,0.005,,,0.00257,8.56e-06,8.56e-06,0.0578,0.0578,0.000102,0.000102,0.000133,0.000133,1.712e-05,,False,20100728,CAT EN-CHS CHS168x5.0 20100728
CHS140x6.3,20.7,0.1397,,0.0063,,,0.00264,5.89e-06,5.89e-06,0.0472,0.0472,8.43e-05,8.43e-05,0.000112,0.000112,1.177e-05,,False,20100728,CAT EN-CHS CHS140x6.3 20100728
CHS114x8.0,21.0,0.1143,,0.008,,,0.00267,3.79e-06,3.79e-06,0.0377,0.0377,6.64e-05,6.64e-05,9.06e-05,9.06e-05,7.59e-06,,False,20100728,CAT EN-CHS CHS114x8.0 20100728
CHS178x5.0,21.3,0.1778,,0.005,,,0.00271,1.014e-05,1.014e-05,0.0611,0.0611,0.000114,0.000114,0.000149,0.000149,2.028e-05,,False,20100728,CAT EN-CHS CHS178x5.0 20100728
CHS168x5.6,22.5,0.1683,,0.0056,,,0.00286,9.48e-06,9.48e-06,0.0576,0.0576,0.000113,0.000113,0.000148,0.000148,1.897e-05,,,20110705,CAT EN-CHS CHS168x5.6 20110705
CHS102x10.0,22.6,0.1016,,0.01,,,0.00288,3.05e-06,3.05e-06,0.0326,0.0326,6.01e-05,6.01e-05,8.42e-05,8.42e-05,6.11e-06,,False,20100728,CAT EN-CHS CHS102x10.0 20100728
CHS194x5.0,23.3,0.1937,,0.005,,,0.00296,1.32e-05,1.32e-05,0.0667,0.0667,0.000136,0.000136,0.000178,0.000178,2.64e-05,,False,20100728,CAT EN-CHS CHS194x5.0 20100728
CHS219x4.5,23.8,0.2191,,0.0045,,,0.00303,1.747e-05,1.747e-05,0.0759,0.0759,0.000159,0.000159,0.000207,0.000207,3.494e-05,,,20110705,CAT EN-CHS CHS219x4.5 20110705
CHS168x6.3,25.2,0.1683,,0.0063,,,0.00321,1.053e-05,1.053e-05,0.0573,0.0573,0.000125,0.000125,0.000165,0.000165,2.107e-05,,False,20100728,CAT EN-CHS CHS168x6.3 20100728
CHS114x10.0,25.7,0.1143,,0.01,,,0.00328,4.5e-06,4.5e-06,0.037,0.037,7.87e-05,7.87e-05,0.000109,0.000109,8.99e-06,,False,20100728,CAT EN-CHS CHS114x10.0 20100728
CHS140x8.0,26.0,0.1397,,0.008,,,0.00331,7.2e-06,7.2e-06,0.0466,0.0466,0.000103,0.000103,0.000139,0.000139,1.441e-05,,False,20100728,CAT EN-CHS CHS140x8.0 20100728
CHS194x5.6,26.0,0.1937,,0.0056,,,0.00331,1.465e-05,1.465e-05,0.0665,0.0665,0.000151,0.000151,0.000198,0.000198,2.93e-05,,,20110705,CAT EN-CHS CHS194x5.6 20110705
CHS219x5.0,26.4,0.2191,,0.005,,,0.00336,1.928e-05,1.928e-05,0.0757,0.0757,0.000176,0.000176,0.000229,0.000229,3.856e-05,,False,20100728,CAT EN-CHS CHS219x5.0 20100728
CHS178x6.3,26.6,0.1778,,0.0063,,,0.00339,1.25e-05,1.25e-05,0.0607,0.0607,0.000141,0.000141,0.000185,0.000185,2.499e-05,,False,20100728,CAT EN-CHS CHS178x6.3 20100728
CHS194x6.3,29.1,0.1937,,0.0063,,,0.00371,1.63e-05,1.63e-05,0.0663,0.0663,0.000168,0.000168,0.000221,0.000221,3.26e-05,,False,20100728,CAT EN-CHS CHS194x6.3 20100728
CHS219x5.6,29.5,0.2191,,0.0056,,,0.00376,2.142e-05,2.142e-05,0.0755,0.0755,0.000195,0.000195,0.000255,0.000255,4.283e-05,,,20110705,CAT EN-CHS CHS219x5.6 20110705
CHS245x5.0,29.5,0.2445,,0.005,,,0.00376,2.699e-05,2.699e-05,0.0847,0.0847,0.000221,0.000221,0.000287,0.000287,5.397e-05,,False,20100728,CAT EN-CHS CHS245x5.0 20100728
CHS168x8.0,31.6,0.1683,,0.008,,,0.00403,1.297e-05,1.297e-05,0.0567,0.0567,0.000154,0.000154,0.000206,0.000206,2.595e-05,,False,20100728,CAT EN-CHS CHS168x8.0 20100728
CHS140x10.0,32.0,0.1397,,0.01,,,0.00407,8.62e-06,8.62e-06,0.046,0.046,0.000123,0.000123,0.000169,0.000169,1.724e-05,,False,20100728,CAT EN-CHS CHS140x10.0 20100728
CHS245x5.6,33.0,0.2445,,0.0056,,,0.0042,3e-05,3e-05,0.0845,0.0845,0.000245,0.000245,0.00032,0.00032,6e-05,,,20110705,CAT EN-CHS CHS245x5.6 20110705
CHS273x5.0,33.0,0.273,,0.005,,,0.00421,3.781e-05,3.781e-05,0.0948,0.0948,0.000277,0.000277,0.000359,0.000359,7.562e-05,,False,20100728,CAT EN-CHS CHS273x5.0 20100728
CHS219x6.3,33.1,0.2191,,0.0063,,,0.00421,2.386e-05,2.386e-05,0.0753,0.0753,0.000218,0.000218,0.000285,0.000285,4.772e-05,,False,20100728,CAT EN-CHS CHS219x6.3 20100728
CHS178x8.0,33.5,0.1778,,0.008,,,0.00427,1.541e-05,1.541e-05,0.0601,0.0601,0.000173,0.000173,0.000231,0.000231,3.083e-05,,False,20100728,CAT EN-CHS CHS178x8.0 20100728
